CompanyName,Symbol,Price
UNITED NILGIRI TEA LTD,UNITEDTEA,₹475.00
UNIVA FOODS LIMITED,UNIVAFOODS,₹8.79
UNIVASTU INDIA LIMITED,UNIVASTU,₹211.50
UNIVERSAL CABLES LTD,UNIVCABLES,₹657.90
UNIVERSUS IMAGINGS LTD,UNIVPHOTO,₹393.95
UNO MINDA LIMITED,UNOMINDA,₹1046.00
UPL LIMITED,UPL,₹602.40
URAVI T AND WEDG LAMP LTD,URAVI,₹403.95
URBAN ENVIRO WASTE MGMT L,URBAN,₹427.50
URJA GLOBAL LIMITED,URJA,₹20.55
UPSURGE SEEDS OF AGRI LTD,USASEEDS,₹267.50
USHA MARTIN LTD.,USHAMART,₹350.10
UDAYSHIVAKUMAR INFRA LTD,USK,₹--
UTI ASSET MNGMT CO LTD,UTIAMC,₹1215.30
UTIAMC - UTIBANKETF,,₹1215.30
UTIAMC - UTINEXT50,,₹1215.30
UTIAMC - UTINIFTETF,,₹1215.30
UTIAMC - UTISENSETF,,₹1215.30
UTIAMC - UTISXN50,,₹1215.30
UTKARSH SMALL FIN BANK L,UTKARSHBNK,₹45.85
UTSSAV CZ GOLD JEWELS LTD,UTSSAV,₹192.10
UTTAM SUGAR MILLS LTD.,UTTAMSUGAR,₹386.45
ULTRA WIRING CONN SYS LTD,UWCSL,₹--
U. Y. FINCORP LIMITED,UYFINCORP,₹31.71
V2 RETAIL LIMITED,V2RETAIL,₹1383.95
VADILAL INDUSTRIES LTD,VADILALIND,₹3947.95
VAIBHAV GLOBAL LIMITED,VAIBHAVGBL,₹301.40
VAISHALI PHARMA LIMITED,VAISHALI,₹189.00
VAKRANGEE LIMITED,VAKRANGEE,₹31.29
VALIANT LABORATORIES LTD,VALIANTLAB,₹118.02
VALIANT ORGANICS LIMITED,VALIANTORG,₹408.60
VARDHAMAN ACRYLICS LTD,VARDHACRLC,₹59.71
VARDHMAN POLYTEX LTD.,VARDMNPOLY,₹12.83
VARROC ENGINEERING LTD.,VARROC,₹579.00
VASCON ENGINEERS LTD,VASCONEQ,₹61.00
VASWANI IND LTD,VASWANI,₹66.00
VARUN BEVERAGES LIMITED,VBL,₹574.90
VAXTEX COTFAB LIMITED,VCL,₹0.80
VDEAL SYSTEM LIMITED,VDEAL,₹152.00
VEDANTA LIMITED,VEDL,₹512.90
VEEKAYEM FASH & APP LTD,VEEKAYEM,₹315.00
VELS FILM INTERNATIONAL L,VELS,₹46.80
VENKY S (INDIA) LIMITED,VENKEYS,₹1971.35
VENUS PIPES & TUBES LTD,VENUSPIPES,₹2159.95
VENUS REMEDIES LIMITED,VENUSREM,₹329.60
VERA SYNTHETIC LIMITED,VERA,₹83.75
VERANDA LEARNING SOL LTD,VERANDA,₹297.00
VERITAAS ADVERTISING LTD,VERITAAS,₹--
VERTOZ LIMITED,VERTOZ,₹27.52
VESUVIUS INDIA LTD,VESUVIUS,₹5320.75
VETO SWITCHGEAR CABLE LTD,VETO,₹136.15
V-GUARD IND LTD.,VGUARD,₹445.00
VARDHMAN HOLDINGS LIMITED,VHL,₹4129.30
VICEROY HOTELS LIMITED,VHLTD,₹127.98
VIAZ TYRES LIMITED,VIAZ,₹68.45
VIDHI SPCLTY F INGRDNTS L,VIDHIING,₹508.40
VISION INFRA EQUIP SOL L,VIESL,₹167.95
VIJAYA DIAGNOSTIC CEN LTD,VIJAYA,₹981.10
VIJI FINANCE LIMITED,VIJIFIN,₹2.72
VIKAS ECOTECH LIMITED,VIKASECO,₹3.62
VIKAS LIFECARE LIMITED,VIKASLIFE,₹4.78
VILIN BIO MED LIMITED,VILINBIO,₹21.50
VIMTA LABS LIMITED,VIMTALABS,₹527.10
VINATI ORGANICS LTD,VINATIORGA,₹2061.00
VINDHYA TELELINKS LTD,VINDHYATEL,₹2310.00
VINEET LABORATORIES LTD,VINEETLAB,₹57.39
VINNY OVERSEAS LIMITED,VINNY,₹2.56
VINSYS IT SERVICES IND LT,VINSYS,₹370.00
VINYL CHEMICALS (I) LTD.,VINYLINDIA,₹384.45
VIP CLOTHING LIMITED,VIPCLOTHNG,₹--
VIP INDUSTRIES LTD,VIPIND,₹564.00
VIPUL LIMITED,VIPULLTD,₹39.89
VIRINCHI LIMITED,VIRINCHI,₹32.85
VISAKA INDUSTRIES LIMITED,VISAKAIND,₹109.40
VISAMAN GLOBAL SALES LTD,VISAMAN,₹42.50
VISA STEEL LIMITED,VISASTEEL,₹32.80
VISHNU CHEMICALS LIMITED,VISHNU,₹421.00
VISHNUSURYA PROJ N INFR L,VISHNUINFR,₹344.95
VISHWARAJ SUGAR IND LTD,VISHWARAJ,₹19.40
VISHWAS AGRI SEEDS LTD,VISHWAS,₹79.00
VISAGAR POLYTEX LTD,VIVIDHA,₹1.09
VIVO COLLAB SOLUTIONS LTD,VIVO,₹85.95
VL E GOV AND IT SOL LTD,VLEGOV,₹151.60
V.L.INFRAPROJECTS LIMITED,VLINFRA,₹70.00
VLS FINANCE LTD,VLSFINANCE,₹400.30
V MARC INDIA LIMITED,VMARCIND,₹415.10
VMART RETAIL LTD,VMART,₹4425.00
VOLTAMP TRANSFORMERS LTD,VOLTAMP,₹12610.95
VOLTAS LTD,VOLTAS,₹1845.10
VISHNU PRAKASH R PUNGLI L,VPRPL,₹266.80
V R INFRASPACE LIMITED,VR,₹349.00
VRAJ IRON AND STEEL LTD,VRAJ,₹253.00
VRL LOGISTICS LIMITED,VRLLOG,₹548.90
VADIVARHE SPCLTY CHEM LTD,VSCL,₹48.00
VARDHMAN SPC STEEL LTD,VSSL,₹290.90
VST INDUSTRIES LTD,VSTIND,₹362.90
VIBHOR STEEL TUBES LTD,VSTL,₹248.05
VST TILLERS TRACTORS LTD,VSTTILLERS,₹4415.75
VARDHMAN TEXTILES LIMITED,VTL,₹470.40
VA TECH WABAG LTD,WABAG,₹1517.90
WALCHANDNAGAR INDUSTRIES,WALCHANNAG,₹288.70
WALPAR NUTRITIONS LIMITED,WALPAR,₹--
WANBURY LIMITED,WANBURY,₹258.00
WESTERN CARRIERS (IND) L,WCIL,₹151.89
WEALTH FRST PORT. MG. LTD,WEALTH,₹1355.00
WEBSOL ENERGY SYSTEM LTD,WEBELSOLAR,₹1021.90
WEIZMANN LTD,WEIZMANIND,₹131.10
WONDER ELECTRICALS LTD,WEL,₹1358.10
WELSPUN CORP LIMITED,WELCORP,₹720.20
WELSPUN ENTERPRISES LTD.,WELENT,₹540.15
WELSPUN INV & COMM LTD,WELINV,₹1039.05
WELSPUN LIVING LIMITED,WELSPUNLIV,₹169.00
WENDT (INDIA) LIMITED,WENDT,₹14225.00
WESTLIFE FOODWORLD LTD,WESTLIFE,₹895.00
WE WIN LIMITED,WEWIN,₹73.35
WHEELS INDIA LTD,WHEELS,₹739.05
WHIRLPOOL OF INDIA LTD,WHIRLPOOL,₹2379.30
WILLIAMSON MAGOR,WILLAMAGOR,₹39.89
WINDLAS BIOTECH LIMITED,WINDLAS,₹869.00
WINDSOR MACHINES LIMITED,WINDMACHIN,₹193.10
WINNY IMMIGRA & EDU SER L,WINNY,₹--
WINSOL ENGINEERS LIMITED,WINSOL,₹316.60
WINSOME YARNS LIMITED,WINSOME,₹3.88
THE WESTERN INDIA PLY LTD,WIPL,₹191.00
WIPRO LTD,WIPRO,₹538.00
WOCKHARDT LIMITED-DEPO,WOCKPHARMA,₹974.00
WONDERLA HOLIDAYS LTD.,WONDERLA,₹867.35
WORTH PERIPHERALS LIMITED,WORTH,₹143.69
W.S.INDUSTRIES (I) LTD.,WSI,₹148.00
WEST COAST PAPER MILLS LT,WSTCSTPAPR,₹614.50
WISE TRAVEL INDIA LIMITED,WTICAB,₹274.05
XCHANGING SOLUTIONS LTD,XCHANGING,₹116.50
XELPMOC DESIGN & TECH LTD,XELPMOC,₹116.96
XPRO INDIA LIMITED,XPROINDIA,₹1098.55
XTGLOBAL INFOTECH LIMITED,XTGLOBAL,₹46.04
YAARI DIGI INT SER LTD,YAARI,₹11.50
YASHO INDUSTRIES LIMITED,YASHO,₹1951.00
YASH OPTICS & LENS LTD,YASHOPTICS,₹89.50
YATHARTH HOSP & TRA C S L,YATHARTH,₹556.60
YATRA ONLINE LIMITED,YATRA,₹129.95
YASONS CHEMEX CARE LTD,YCCL,₹22.75
YES BANK LIMITED,YESBANK,₹21.97
YUKEN INDIA LIMITED,YUKEN,₹1132.30
ZAGGLE PREPA OCEAN SER L,ZAGGLE,₹460.50
ZEAL GLOBAL SERVICES LTD,ZEAL,₹182.70
ZEE ENTERTAINMENT ENT LTD,ZEEL,₹132.60
ZEE LEARN LIMITED,ZEELEARN,₹10.08
ZEE MEDIA CORPORATION LTD,ZEEMEDIA,₹22.00
ZENITH DRUGS LIMITED,ZENITHDRUG,₹122.50
ZENITH EXPORTS LTD,ZENITHEXPO,₹298.00
ZENITH STEEL PIP IND LTD,ZENITHSTL,₹9.90
ZENSAR TECHNOLOGIES  LTD,ZENSARTECH,₹684.10
ZEN TECHNOLOGIES LIMITED,ZENTEC,₹1650.00
ZF COM VE CTR SYS IND LTD,ZFCVINDIA,₹15354.25
ZIM LABORATORIES LIMITED,ZIMLAB,₹107.30
ZODIAC ENERGY LIMITED,ZODIAC,₹592.25
ZODIAC CLOTHING CO LTD,ZODIACLOTH,₹127.55
ZOMATO LIMITED,ZOMATO,₹278.55
ZOTA HEALTH CARE LIMITED,ZOTA,₹619.30
Z-TECH (INDIA) LIMITED,ZTECH,₹418.15
ZUARI AGRO CHEMICALS LTD,ZUARI,₹203.45
ZUARI INDUSTRIES LIMITED,ZUARIIND,₹345.90
ZYDUS LIFESCIENCES LTD,ZYDUSLIFE,₹1060.85
ZYDUS WELLNESS LIMITED,ZYDUSWELL,₹1950.00
